original	gatherings.original	width.original	height.original	obl.original	gatherings	width	height	obl	area	Count
39-54 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
40-45 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
45 cm (2)	NA	NA	45.0	FALSE	2fo	29.0	45.0	 0	1305.00	     1
32-46 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
39-50 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
25-48 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
41-45 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
33-40 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
43-65 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
34-50 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
40; 34; 42 cm (2⁰; 1/2⁰; 2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
40-64 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
28-47 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
36-46 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
37-47 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
24-41 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
40 cm	NA	NA	40.0	FALSE	2fo	26.0	40.0	 0	1040.00	     1
39-52 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
25-39 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
23 cm (8vo)	8vo	NA	23.0	FALSE	8vo	15.0	23.0	 0	 345.00	     1
25-44 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
31-38 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
l8 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
32-36 cm (2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
36-47 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
40-41 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
33-47 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
34-40 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
26-38 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
31-37 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
37-46 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
29-31 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
29 cm. (4⁰)	4to	NA	29.0	FALSE	4to	23.0	29.0	 0	 667.00	     1
18cm (4⁰)	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
17cm (8⁰)	8vo	NA	NA	FALSE	8vo	13.0	19.0	 0	 247.00	     1
20 cm (8⁰).	8vo	NA	20.0	FALSE	8vo	13.0	20.0	 0	 260.00	     1
11 cm (12⁰)	12mo	NA	11.0	FALSE	12mo	11.0	15.0	 0	 165.00	     1
30 cm (long 1/4⁰)	4long	NA	30.0	FALSE	4long	23.0	30.0	 0	 690.00	     1
25-34 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
20-22 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
22 cm (8vo)	8vo	NA	22.0	FALSE	8vo	15.0	22.0	 0	 330.00	     1
24-39 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
20-25 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
24-31 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
22-25 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
33-37 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
21 cm (12⁰)	12mo	NA	21.0	FALSE	12mo	14.0	21.0	 0	 294.00	     1
46-49 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
50-59 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
51-54 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
45-54 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
50-56 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
28-68 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
28 cm	NA	NA	28.0	FALSE	NA	20.0	28.0	NA	 560.00	     1
42-48 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
34-43 cm.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
36cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
33cm (1/2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
27cm (4⁰)	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
30cm (1/2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
36cm. (1/2⁰)	2fo	NA	36.0	FALSE	2fo	24.0	36.0	 0	 864.00	     1
36cm (2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
37cm (2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
39cm (2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
41cm.	NA	NA	41.0	FALSE	NA	27.0	41.0	NA	1107.00	     1
40cm. (2⁰)	2fo	NA	40.0	FALSE	2fo	26.0	40.0	 0	1040.00	     1
42cm (2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
31-32 cm (2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
32 cm. (1/2⁰)	2fo	NA	32.0	FALSE	2fo	21.0	32.0	 0	 672.00	     1
25 cm (1/2⁰)	2fo	NA	25.0	FALSE	2fo	17.0	25.0	 0	 425.00	     1
31cm (2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
4⁰ (35 cm.).	4to	NA	35.0	FALSE	4to	27.0	35.0	 0	 945.00	     1
47-48 cm. (2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
34-35 cm. (1/2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
20-21 cm (8⁰)	8vo	NA	NA	FALSE	8vo	13.0	19.0	 0	 247.00	     1
21 cm. (8)	NA	NA	21.0	FALSE	NA	14.0	21.0	NA	 294.00	     1
41 cm. (1/2⁰)	2fo	NA	41.0	FALSE	2fo	27.0	41.0	 0	1107.00	     1
31 cm. (8⁰)	8vo	NA	31.0	FALSE	8vo	13.0	19.0	 0	 247.00	     1
4⁰ (32 cm.).	4to	NA	32.0	FALSE	4to	25.0	32.0	 0	 800.00	     1
33-36 cm (1/2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
26 cm. (2⁰)	2fo	NA	26.0	FALSE	2fo	17.0	26.0	 0	 442.00	     1
39-40 cm. (2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
22-23 cm. (8⁰)	8vo	NA	NA	FALSE	8vo	13.0	19.0	 0	 247.00	     1
27-22 cm (4⁰; 8⁰)	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
38 cm. (1/2⁰)	2fo	NA	38.0	FALSE	2fo	25.0	38.0	 0	 950.00	     1
50-51 cm. (2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
20-21 cm. (4⁰)	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
30-31 cm. (2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
1/2⁰ (38 cm.)	2fo	NA	38.0	FALSE	2fo	25.0	38.0	 0	 950.00	     1
(16 cm.) 12⁰	12mo	NA	16.0	FALSE	12mo	11.5	16.0	 0	 184.00	     1
(20 cm.) 8⁰.	8vo	NA	20.0	FALSE	8vo	13.0	20.0	 0	 260.00	     1
2⁰ (49 cm.)	2fo	NA	49.0	FALSE	2fo	31.0	49.0	 0	1519.00	     1
29-40 cm. (4⁰; 2⁰)	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
22-24 cm (8⁰)	8vo	NA	NA	FALSE	8vo	13.0	19.0	 0	 247.00	     1
1/2⁰-2⁰.	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
44-55 cm (2⁰;1⁰)	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
2⁰ (48 cm.).	2fo	NA	48.0	FALSE	2fo	31.0	48.0	 0	1488.00	     1
4⁰ (31 cm.).	4to	NA	31.0	FALSE	4to	24.0	31.0	 0	 744.00	     1
32 cm. (fol.)	2fo	NA	32.0	FALSE	2fo	21.0	32.0	 0	 672.00	     1
37-44 (2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
23-24 cm (4⁰)	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
34-35 cm (1/2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
20 cm (12⁰)	12mo	NA	20.0	FALSE	12mo	13.0	20.0	 0	 260.00	     1
19cm. (8⁰)	8vo	NA	19.0	FALSE	8vo	13.0	19.0	 0	 247.00	     1
44cm (2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
34cm (8⁰)	8vo	NA	NA	FALSE	8vo	13.0	19.0	 0	 247.00	     1
13cm. (4⁰)	4to	NA	13.0	FALSE	4to	22.0	28.0	 0	 616.00	     1
28cm (2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
47cm (2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
8⁰ (19-21 cm.).	8vo	NA	NA	FALSE	8vo	13.0	19.0	 0	 247.00	     1
2⁰ (27 cm.).	2fo	NA	27.0	FALSE	2fo	17.0	27.0	 0	 459.00	     1
12⁰ (18-20 cm.).	12mo	NA	NA	FALSE	12mo	12.5	19.0	 0	 237.50	     1
25 cm. (12⁰)	12mo	NA	25.0	FALSE	12mo	12.5	19.0	 0	 237.50	     1
25 cm. (8)	NA	NA	25.0	FALSE	4to	19.0	25.0	 0	 475.00	     1
48-50 cm (2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
sm. 2⁰	2long	NA	NA	FALSE	2long	30.0	53.0	 0	1590.00	     1
sm. 4⁰; lge. 4⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
4⁰ (26-27 cm.).	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
sm. 2⁰, turned chain lines.	2long	NA	NA	FALSE	2long	30.0	53.0	 0	1590.00	     1
16cm (4⁰)	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
sm. 4⁰.	4long	NA	NA	FALSE	4long	27.0	35.0	 0	 945.00	     1
2⁰; later, 1⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
21 cm (8⁰).	8vo	NA	21.0	FALSE	8vo	14.0	21.0	 0	 294.00	     1
8⁰; 4⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
25 cm (obl. 2⁰)	2fo	NA	25.0	 TRUE	2fo	25.0	17.0	 1	 425.00	     1
14cm (12⁰)	12mo	NA	NA	FALSE	12mo	12.5	19.0	 0	 237.50	     1
46 cm. (1/2⁰)	2fo	NA	46.0	FALSE	2fo	30.0	46.0	 0	1380.00	     1
35-40 cm. (2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
42 cm.(2⁰)	2fo	NA	42.0	FALSE	2fo	27.0	42.0	 0	1134.00	     1
35cm (2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
22cm. (8⁰)	8vo	NA	22.0	FALSE	8vo	15.0	22.0	 0	 330.00	     1
10 cm (12⁰)	12mo	NA	10.0	FALSE	12mo	10.0	14.0	 0	 140.00	     1
16cm (8⁰)	8vo	NA	NA	FALSE	8vo	13.0	19.0	 0	 247.00	     1
29 cm	NA	NA	29.0	FALSE	NA	20.0	29.0	NA	 580.00	     1
27cm. (8⁰)	8vo	NA	27.0	FALSE	8vo	13.0	19.0	 0	 247.00	     1
51cm (2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
45cm (2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
32cm (8⁰)	8vo	NA	NA	FALSE	8vo	13.0	19.0	 0	 247.00	     1
27 cm. (1/2⁰)	2fo	NA	27.0	FALSE	2fo	17.0	27.0	 0	 459.00	     1
24cm (4⁰).	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
20cm (4⁰)	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
4⁰;2⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
2⁰ (47 cm.).	2fo	NA	47.0	FALSE	2fo	30.0	47.0	 0	1410.00	     1
1⁰ (53 cm.).	1to	NA	53.0	FALSE	2fo	33.0	53.0	 0	1749.00	     1
2⁰ (30-31 cm.).	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
1/2⁰ (37 cm.).	2fo	NA	37.0	FALSE	2fo	25.0	37.0	 0	 925.00	     1
2⁰ (31 cm.).	2fo	NA	31.0	FALSE	2fo	20.0	31.0	 0	 620.00	     1
2⁰ (31 cm.)	2fo	NA	31.0	FALSE	2fo	20.0	31.0	 0	 620.00	     1
21 cm (sm. 4⁰).	4long	NA	21.0	FALSE	4long	27.0	35.0	 0	 945.00	     1
1/2⁰ (28-30 cm.).	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
12⁰.;11 x 15 cm.	NA	NA	15.0	FALSE	16mo	12.0	15.0	 0	 180.00	     1
30 cm (sm. 2⁰)	2long	NA	30.0	FALSE	2long	30.0	46.5	 0	1395.00	     1
2⁰ (2 half-sheets)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
2⁰ (41 cm.).	2fo	NA	41.0	FALSE	2fo	27.0	41.0	 0	1107.00	     1
long 1/4⁰ (30 x 12 cm.).	4long	12.0	30.0	FALSE	4long	12.0	30.0	 0	 360.00	     1
28-35 cm (4⁰; 2⁰)	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
36-39 cm. (2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
4⁰ (29 cm.).	4to	NA	29.0	FALSE	4to	23.0	29.0	 0	 667.00	     1
2⁰ (47 cm.)	2fo	NA	47.0	FALSE	2fo	30.0	47.0	 0	1410.00	     1
2⁰ (38 cm.).	2fo	NA	38.0	FALSE	2fo	25.0	38.0	 0	 950.00	     1
4⁰ (29 cm.)	4to	NA	29.0	FALSE	4to	23.0	29.0	 0	 667.00	     1
4⁰; sm 2⁰; 2⁰ (30-51 cm.).	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
4⁰ (23 cm.).	4to	NA	23.0	FALSE	4to	18.0	23.0	 0	 414.00	     1
4⁰ (20 cm.)	4to	NA	20.0	FALSE	4to	17.0	20.0	 0	 340.00	     1
2⁰ (39 cm.)	2fo	NA	39.0	FALSE	2fo	26.0	39.0	 0	1014.00	     1
2⁰ (53 cm.).	2fo	NA	53.0	FALSE	2fo	33.0	53.0	 0	1749.00	     1
2⁰ (60 cm.).	2fo	NA	60.0	FALSE	2fo	30.0	45.0	 0	1350.00	     1
2⁰ (44 cm.).	2fo	NA	44.0	FALSE	2fo	29.0	44.0	 0	1276.00	     1
2⁰ (50 cm.).	2fo	NA	50.0	FALSE	2fo	32.0	50.0	 0	1600.00	     1
4⁰ and 8⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
4⁰. (21 cm.).	4to	NA	21.0	FALSE	4to	17.0	21.0	 0	 357.00	     1
8⁰ (21 cm.)	8vo	NA	21.0	FALSE	8vo	14.0	21.0	 0	 294.00	     1
8⁰ (22-24 cm.).	8vo	NA	NA	FALSE	8vo	13.0	19.0	 0	 247.00	     1
4⁰ (28-31 cm.)	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
4⁰ (22-27 cm.).	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
8⁰ (24 cm.).	8vo	NA	24.0	FALSE	8vo	15.0	24.0	 0	 360.00	     1
8⁰ (16 cm.).	8vo	NA	16.0	FALSE	8vo	11.0	16.0	 0	 176.00	     1
31 cm. (4to)	4to	NA	31.0	FALSE	4to	24.0	31.0	 0	 744.00	     1
4⁰ (24 cm.)	4to	NA	24.0	FALSE	4to	19.0	24.0	 0	 456.00	     1
8⁰ (20-21 cm.).	8vo	NA	NA	FALSE	8vo	13.0	19.0	 0	 247.00	     1
4⁰ (19-20 cm.).	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
1/2 and 2⁰.	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
31-44 cm (4⁰; 2⁰)	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
2⁰ and 1/2⁰	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
1/2⁰ and 1/4⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
1/2⁰ (26 cm.).	2fo	NA	26.0	FALSE	2fo	17.0	26.0	 0	 442.00	     1
4⁰, 2⁰ and 1⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
1/2⁰ (34 cm.).	2fo	NA	34.0	FALSE	2fo	22.0	34.0	 0	 748.00	     1
29 cm. (2⁰).	2fo	NA	29.0	FALSE	2fo	19.0	29.0	 0	 551.00	     1
24 cm. (4⁰).	4to	NA	24.0	FALSE	4to	19.0	24.0	 0	 456.00	     1
(4⁰)	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
19-20 cm. (4⁰)	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
54 cm. (2⁰)	2fo	NA	54.0	FALSE	2fo	34.0	54.0	 0	1836.00	     1
4to.	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
24cm. (4⁰)	4to	NA	24.0	FALSE	4to	19.0	24.0	 0	 456.00	     1
20 cm. (4to)	4to	NA	20.0	FALSE	4to	17.0	20.0	 0	 340.00	     1
46 cm(2⁰)	2fo	NA	46.0	FALSE	2fo	30.0	46.0	 0	1380.00	     1
42 (2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
10 cm. (16⁰)	16mo	NA	10.0	FALSE	16mo	 7.0	10.0	 0	  70.00	     1
27 cm. (2⁰)	2fo	NA	27.0	FALSE	2fo	17.0	27.0	 0	 459.00	     1
49-50 cm. (2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
28 cm. (1/2⁰)	2fo	NA	28.0	FALSE	2fo	18.0	28.0	 0	 504.00	     1
22 cm (8⁰).	8vo	NA	22.0	FALSE	8vo	15.0	22.0	 0	 330.00	     1
31cm. (2⁰)	2fo	NA	31.0	FALSE	2fo	20.0	31.0	 0	 620.00	     1
32-33 cm (1/2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
32-33 cm. (2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
26 cm. (4⁰)	4to	NA	26.0	FALSE	4to	20.0	26.0	 0	 520.00	     1
37 cm. (2⁰)	2fo	NA	37.0	FALSE	2fo	25.0	37.0	 0	 925.00	     1
33-34 cm. (1/2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
20 cm. (8)	NA	NA	20.0	FALSE	NA	13.0	20.0	NA	 260.00	     1
33-34 cm. (1/2)	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
39-41 cm. (2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
24 cm. (8⁰)	8vo	NA	24.0	FALSE	8vo	15.0	24.0	 0	 360.00	     1
sm 2⁰.	2long	NA	NA	FALSE	2long	30.0	53.0	 0	1590.00	     1
(1/2⁰).	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
45 cm. (2⁰)	2fo	NA	45.0	FALSE	2fo	29.0	45.0	 0	1305.00	     1
38 cm. (2⁰)	2fo	NA	38.0	FALSE	2fo	25.0	38.0	 0	 950.00	     1
44 cm. (2⁰)	2fo	NA	44.0	FALSE	2fo	29.0	44.0	 0	1276.00	     1
26 cm (1/2⁰)	2fo	NA	26.0	FALSE	2fo	17.0	26.0	 0	 442.00	     1
41 cm (1/2⁰)	2fo	NA	41.0	FALSE	2fo	27.0	41.0	 0	1107.00	     1
38 cm (1⁰)	1to	NA	38.0	FALSE	2fo	25.0	38.0	 0	 950.00	     1
small 2⁰.	2long	NA	NA	FALSE	2long	30.0	53.0	 0	1590.00	     1
obl. 1/24⁰.	24mo	NA	NA	 TRUE	24mo	12.5	 8.5	 1	 106.25	     1
Obl. 1/8⁰.	8vo	NA	NA	 TRUE	8vo	19.0	13.0	 1	 247.00	     1
5.5 x 4 cm.	NA	 4.0	 5.5	FALSE	NA	 4.0	 5.5	NA	  22.00	     1
6.1 x 4.6 cm.	NA	 4.6	 6.1	FALSE	NA	 4.6	 6.1	NA	  28.06	     1
42 x 3.5 cm.	NA	 3.5	42.0	FALSE	2fo	 3.5	42.0	 0	 147.00	     1
12.̲	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
1/2⁰.⁰.	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
obl.18⁰.	18mo	NA	NA	 TRUE	18mo	16.0	10.0	 1	 160.00	     1
12⁰].	12mo	NA	NA	FALSE	12mo	12.5	19.0	 0	 237.50	     1
sm.4⁰.	4long	NA	NA	FALSE	4long	27.0	35.0	 0	 945.00	     1
obl. 32⁰.	32mo	NA	NA	 TRUE	32mo	12.0	 7.0	 1	  84.00	     1
1710.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
24.̥	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
12⁰c8⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
1777.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
1/18⁰.	18mo	NA	NA	FALSE	18mo	10.0	16.0	 0	 160.00	     1
4⁰.̊	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
1/2⁰.̊	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
12.̊	12mo	NA	NA	FALSE	12mo	12.5	19.0	 0	 237.50	     1
1.2⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
1⁰.̊	1to	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
obl/2⁰.	NA	NA	NA	 TRUE	NA	NA	NA	NA	NA	     1
oblong 1/24⁰.	24long	NA	NA	 TRUE	24long	14.0	 9.5	 1	 133.00	     1
1⁰ obl.	1to	NA	NA	 TRUE	2fo	45.0	30.0	 1	1350.00	     1
1/4⁰ parchnent.	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
1/2⁰ parchment.	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
long 1/8⁰.	8long	NA	NA	FALSE	8long	13.0	22.0	 0	 286.00	     1
1/6⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
1/2⁰ (31 cm.)	2fo	NA	31.0	FALSE	2fo	20.0	31.0	 0	 620.00	     1
96⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
